latitude,longitude,home_size,lot_size,zoning,sex_offenders,crime_index,enviornmental_hazards,school_quality,bedrooms,bathrooms,sale_price,date,sale_price_cpi,age,neighborhood
34.690438,-118.151377,936.0,6149.0,LRR17000,9.0,Moderate,6.0,Average,3.0,1.0,275000.0,2020-11-19,525.1806957142627,66.0,Lancaster
34.318472,-118.407598,1134.0,7688.0,LARS,2.0,Low,3.0,Average,3.0,2.0,670000.0,2020-11-19,819.7469483402444,58.0,Sylmar
34.689698,-118.180073,2191.0,10163.0,LRR7000,1.0,Moderate,2.0,Average,4.0,3.0,375000.0,2020-11-19,613.2789256613514,29.0,Lancaster
33.914952,-118.015932,1071.0,7704.0,LMR1,12.0,Low,5.0,Average,3.0,2.0,710000.0,2020-11-19,843.862293456055,61.0,La Mirada
34.202617,-118.612382,1980.0,7500.0,LARS,6.0,Very Low,9.0,Average,4.0,3.0,754000.0,2020-11-23,869.6171182888822,55.0,Canoga Park
33.902158,-118.006468,2463.0,5976.0,LMR1,4.0,Low,4.0,Above Average,5.0,3.0,874999.9999999999,2020-11-23,936.7990329881128,63.0,La Mirada
34.566612,-118.01473700000001,1280.0,7038.0,PDA21,1.0,Moderate,2.0,Average,3.0,2.0,325000.0,2020-11-19,570.9316087813227,23.0,Missing
33.978565,-118.352318,960.0,7506.0,INR2YY,9.0,Moderately High,7.0,Poor,3.0,1.0,759999.9999999999,2020-11-23,873.0702772810589,97.0,Inglewood
34.036409,-117.984714,780.0,6989.0,LCA106,6.0,Moderate,12.0,Average,2.0,1.0,490000.0,2020-11-23,701.0362043405314,67.0,Missing
34.103142,-118.315035,2282.0,7425.0,LARD1.5,10.0,Slightly High,9.0,Average,5.0,2.0,1425500.0000000002,2020-11-23,1195.7104314577355,105.0,Hollywood
33.861172,-118.122664,1540.0,6570.0,LKR1,17.0,Moderate,9.0,Excellent,3.0,2.0,685000.0,2020-11-23,828.8724274214682,77.0,Missing
34.078677,-117.718504,1431.0,6829.0,POR17200,10.0,Moderately High,10.0,Poor,3.0,2.0,530000.0,2020-11-23,729.0886577090258,67.0,Pomona
34.09213,-117.710702,1302.0,9984.0,CLRS,3.0,Low,5.0,Excellent,2.0,1.0,400000.00000000006,2020-11-23,633.3917508443707,68.0,Claremont
34.133679,-118.364735,2010.0,13540.0,LAR1,2.0,Slightly High,4.0,Excellent,3.0,3.0,1000000.0,2020-11-23,1001.480291915045,60.0,Studio City
33.967551,-118.096817,1414.0,5462.0,PRSF,19.0,Moderate,8.0,Average,3.0,1.0,550000.0,2020-11-23,742.7176625756481,69.0,Pico Rivera
34.164441,-118.243183,1958.0,5460.0,GLR1YY,0.0,Low,2.0,Above Average,3.0,3.0,1306000.0000000002,2020-11-23,1144.4952530583435,93.0,Glendale
34.079522999999995,-118.369721,1332.0,5850.0,LAR1,2.0,Slightly High,5.0,Average,2.0,2.0,1980000.0,2020-11-23,1409.2076833052688,94.0,Beverly Grove
33.881994,-118.212645,1542.0,6000.0,CORL,15.0,High,11.0,Poor,4.0,2.0,560000.0,2020-11-23,749.4392263904903,73.0,Compton
33.998926000000004,-118.318468,1414.0,6500.0,LAR1,22.0,Slightly High,6.0,Poor,2.0,2.0,705999.9999999999,2020-11-23,841.4818591131578,104.0,Hyde Park
34.171112,-118.312438,1078.0,5616.0,BUR1YY,3.0,Low,15.5,Above Average,3.0,1.0,855000.0,2020-11-23,926.0308702767842,91.0,Burbank
33.930347999999995,-118.260265,1351.0,5998.0,LAR1,22.0,Slightly High,7.0,Poor,3.0,2.0,375000.0,2020-11-23,613.2789256613514,73.0,Green Meadows
33.901862,-118.217046,1609.0,5645.0,CORH,19.0,High,15.5,Poor,4.0,2.0,534999.9999999999,2020-11-23,732.5196821078737,93.0,Compton
34.129402,-118.008271,1423.0,11346.0,ARR1,1.0,Low,8.0,Excellent,3.0,2.0,950000.0,2020-11-23,976.122244567519,70.0,Arcadia
34.276885,-118.417045,1331.0,6172.0,LAR1,22.0,Low,15.5,Average,3.0,2.0,649999.9999999999,2020-11-23,807.4192243260363,68.0,Pacoima
34.046996,-118.048843,1529.0,7376.0,SER1,7.0,Moderate,11.0,Above Average,4.0,2.0,699000.0,2020-11-23,837.2998147562654,69.0,South El Monte
33.796227,-118.313128,2367.0,7199.0,LOR1,7.0,Moderate,7.0,Average,5.0,3.0,1065000.0000000002,2020-11-23,1033.5160160710477,45.0,Lomita
34.000027,-118.268103,1454.0,5506.0,LAR2,22.0,Slightly High,15.5,Poor,3.0,1.0,440000.00000000006,2020-11-23,664.3068726435603,111.0,South Park
34.008375,-118.428656,1395.0,10780.0,LAR1,5.0,Slightly High,5.0,Average,3.0,3.0,2250000.0,2020-11-23,1502.2204378725673,66.0,Mar Vista
34.260283,-118.453446,1275.0,7189.0,LARS,10.0,Low,7.0,Above Average,3.0,2.0,655000.0,2020-11-23,810.5187337049832,65.0,Mission Hills
34.088109,-117.863311,1409.0,7502.0,CVR175,2.0,Moderate,5.0,Above Average,4.0,2.0,659999.9999999999,2020-11-23,813.6064353003858,58.0,Missing
34.009451,-118.092223,604.0,4223.0,PRSF,17.0,Moderate,5.0,Average,2.0,1.0,505000.0,2020-11-23,711.6854652320736,79.0,Pico Rivera
34.11476,-118.208633,516.0,2983.0,LAR1,13.0,Slightly High,2.0,Average,1.0,1.0,715999.9999999999,2020-11-23,847.4204074528052,94.0,Highland Park
34.442327,-118.525866,1260.0,11899.0,SCUR2,1.0,Low,4.0,Excellent,4.0,2.0,615000.0,2020-11-23,785.3802306417955,47.0,Santa Clarita
33.925497,-118.040896,1073.0,5126.0,LCA1YY,10.0,Moderate,11.0,Above Average,3.0,1.0,589999.9999999999,2020-11-23,769.251608581746,68.0,South Whittier
33.857326,-118.19423,814.0,3477.0,LBR1N,22.0,Slightly High,14.0,Poor,1.0,1.0,410000.0,2020-11-19,641.2602730472548,83.0,Long Beach
34.442116,-118.487897,2283.0,4816.0,LCA21,3.0,Low,4.0,Excellent,3.0,3.0,649999.9999999999,2020-11-19,807.4192243260363,13.0,Castaic Canyons
33.915279,-118.09463799999999,977.0,4918.0,NOR1YY,17.0,Moderate,6.0,Average,3.0,1.0,587500.0,2020-11-19,767.6201081054796,68.0,Norwalk
33.899958000000005,-117.990815,1254.0,6033.0,LMR1,2.0,Low,3.0,Above Average,3.0,3.0,685000.0,2020-11-19,828.8724274214682,63.0,La Mirada
34.398556,-118.45313,3085.0,7110.0,SCSP,0.0,Low,4.0,Excellent,5.0,3.0,805000.0,2020-11-19,898.5460666826527,20.0,Santa Clarita
34.08567,-118.10804099999999,1371.0,7500.0,SLR1,6.0,Low,4.0,Above Average,3.0,2.0,795000.0,2020-11-19,892.9475943189074,73.0,San Gabriel
34.108683,-118.327564,2156.0,3751.0,LAR1,2.0,Slightly High,6.0,Above Average,3.0,2.0,1390000.0000000002,2020-11-19,1180.7278506840594,93.0,Hollywood Hills
34.371666999999995,-118.54151,2155.0,7520.0,SCUR2,0.0,Low,4.0,Excellent,3.0,2.0,758999.9999999999,2020-11-19,872.4956998728022,32.0,Santa Clarita
34.214487,-118.374362,1057.0,11184.0,LAR1,14.0,Low,10.0,Average,3.0,2.0,560000.0,2020-11-19,749.4392263904903,82.0,Sun Valley
34.066786,-117.76186000000001,1370.0,8508.0,POR2YY,14.0,Moderately High,5.0,Average,3.0,2.0,534999.9999999999,2020-11-19,732.5196821078737,105.0,Pomona
34.136256,-117.884327,1086.0,5748.0,GDR1,2.0,Low,4.0,Excellent,3.0,2.0,649999.9999999999,2020-11-19,807.4192243260363,64.0,Glendora
34.213145000000004,-118.627126,1358.0,7560.0,LARS,5.0,Very Low,4.0,Average,3.0,2.0,850000.0,2020-11-19,923.3192074413415,63.0,West Hills
34.174739,-118.22576699999999,1481.0,9805.0,GLR4-L,0.0,Low,4.0,Excellent,3.0,2.0,1010000.0,2020-11-19,1006.4752370750044,81.0,Glendale
34.18207,-118.355329,1550.0,6000.0,BUR1YY,8.0,Low,5.0,Above Average,3.0,2.0,970000.0,2020-11-19,986.3436986372533,81.0,Burbank
34.205871,-118.645224,1816.0,11845.0,LARE11,2.0,Very Low,3.0,Excellent,3.0,2.0,781000.0,2020-11-19,885.0502400138673,46.0,West Hills
34.169727,-118.04545800000001,803.0,2951.0,SRR1-CUP,2.0,Very Low,3.0,Excellent,2.0,1.0,729000.0,2020-11-19,855.0788636399006,67.0,Sierra Madre
34.600043,-118.191696,1967.0,6683.0,LCA121/2,4.0,Moderate,2.0,Above Average,3.0,3.0,440000.00000000006,2020-11-19,664.3068726435603,31.0,Missing
33.776998,-118.144926,2109.0,4245.0,LBR3S,11.0,Slightly High,9.0,Above Average,3.0,2.0,874999.9999999999,2020-11-19,936.7990329881128,91.0,Long Beach
34.22148,-118.640179,2043.0,11013.0,LARE11,3.0,Very Low,4.0,Average,4.0,2.0,970000.0,2020-11-19,986.3436986372533,57.0,West Hills
33.793675,-118.26563600000001,1227.0,5331.0,LAR1,21.0,Moderate,15.5,Average,4.0,2.0,550000.0,2020-11-19,742.7176625756481,59.0,Wilmington
34.424805,-118.516981,4404.0,7382.0,SCUR3,3.0,Low,7.0,Excellent,5.0,5.0,1099000.0,2020-11-19,1049.8838458746634,7.0,Santa Clarita
33.971072,-118.24710800000001,846.0,5157.0,LCR3,19.0,Slightly High,15.5,Average,2.0,1.0,410000.0,2020-11-19,641.2602730472548,97.0,Florence-Firestone
34.556379,-118.03508899999999,2109.0,6606.0,PDR17000,4.0,Moderate,2.0,Average,3.0,3.0,400000.00000000006,2020-11-19,633.3917508443707,16.0,Missing
34.296364000000004,-118.41951200000001,684.0,5006.0,LAR1,13.0,Low,14.0,Poor,2.0,1.0,510000.00000000006,2020-11-19,715.1999827307494,67.0,Sylmar
34.065515000000005,-118.041646,1588.0,5472.0,EMR1,5.0,Moderate,15.5,Average,3.0,2.0,99500.0,2020-11-19,315.90314357707365,78.0,El Monte
33.851971,-118.243476,1488.0,8512.0,CARS,4.0,Moderate,10.0,Poor,4.0,2.0,710000.0,2020-11-19,843.862293456055,56.0,Carson
34.141767,-117.938976,1729.0,4360.0,DUR17500,0.0,Low,7.0,Above Average,4.0,3.0,755000.0000000001,2020-11-19,870.1935963888461,41.0,Duarte
34.186541,-118.135617,1400.0,7217.0,LCR1YY,4.0,Moderate,2.0,Poor,3.0,1.0,1035000.0,2020-11-19,1018.8554717046684,93.0,Altadena
34.018962,-117.91571599999999,1216.0,6015.0,LCR106,4.0,Moderate,3.0,Average,3.0,1.0,500000.00000000006,2020-11-19,708.1535056378115,64.0,South San Jose Hills
34.105579,-118.446518,3717.0,10316.0,LARE15,1.0,Slightly High,4.0,Above Average,4.0,5.0,1880000.0,2020-11-19,1373.1605940956715,4.0,Beverly Crest
34.027656,-117.77791299999998,1787.0,5707.0,POPRD,2.0,Moderately High,2.0,Above Average,3.0,3.0,680000.0,2020-11-19,825.8418051080278,37.0,Pomona
34.268859,-118.47266599999999,1403.0,5524.0,LARS,6.0,Low,6.0,Above Average,4.0,2.0,618000.0,2020-11-19,787.2934618096626,65.0,Granada Hills
34.280004999999996,-118.509297,2016.0,7070.0,LARS,4.0,Low,4.0,Above Average,3.0,2.0,851000.0,2020-11-19,923.8621767369856,61.0,Granada Hills
34.253972999999995,-118.486326,1267.0,8610.0,LARS,2.0,Low,5.0,Above Average,3.0,2.0,680000.0,2020-11-19,825.8418051080278,65.0,North Hills
33.779745,-118.148175,884.0,1982.0,LBR3S,13.0,Slightly High,5.0,Average,2.0,1.0,670000.0,2020-11-19,819.7469483402444,113.0,Long Beach
33.904652,-118.42061100000001,1920.0,1353.0,MNRH,1.0,Low,8.0,Excellent,3.0,3.0,2175000.0000000005,2020-11-19,1476.971237306259,14.0,Manhattan Beach
34.172604,-118.33785900000001,1270.0,6719.0,BUR1YY,4.0,Low,10.0,Above Average,3.0,2.0,979000.0,2020-11-19,990.9089548577432,80.0,Burbank
34.586816,-118.06965100000001,1161.0,7248.0,LCRA7000,2.0,Moderate,3.0,Poor,3.0,2.0,284999.99999999994,2020-11-19,534.6441722322048,64.0,Missing
34.560058000000005,-118.0612,1922.0,7079.0,LCRA7000,4.0,Moderate,2.0,Average,4.0,3.0,425000.0,2020-11-19,652.8852727815613,32.0,Missing
34.711158000000005,-118.15693300000001,1270.0,5893.0,LRR16OOO,5.0,Moderate,2.0,Poor,2.0,2.0,275000.0,2020-11-19,525.1806957142627,34.0,Lancaster
34.153726,-118.112311,1322.0,6001.0,PSR6,1.0,Moderate,3.0,Average,3.0,1.0,864999.9999999999,2020-11-19,931.430512951192,92.0,Pasadena
34.027121,-118.347923,1391.0,5200.0,LAR1,22.0,Slightly High,10.0,Poor,3.0,2.0,1381000.0000000002,2020-11-19,1176.8991428347422,93.0,West Adams
34.053974,-118.397821,1521.0,6182.0,LAR1,0.0,Slightly High,10.0,Excellent,2.0,2.0,1669999.9999999998,2020-11-19,1294.197757070915,78.0,Pico-Robertson
33.97979,-118.274514,544.0,1540.0,LAR2,22.0,Slightly High,15.5,Poor,1.0,1.0,294999.99999999994,2020-11-19,543.9430288668124,97.0,Florence
34.13818,-118.10546799999999,1761.0,11301.0,LCR1YY,0.0,Moderate,2.0,Above Average,4.0,3.0,1578000.0,2020-11-19,1258.0442198502867,95.0,San Pasqual
33.985587,-118.031159,1320.0,6871.0,WHR2YY,4.0,Moderate,3.0,Average,3.0,1.0,680000.0,2020-11-19,825.8418051080278,96.0,Whittier
34.159164000000004,-118.092496,1982.0,8191.0,PSR6,2.0,Moderate,3.0,Average,3.0,2.0,1312500.0,2020-11-19,1147.3398111767913,74.0,Pasadena
34.037631,-117.945046,1220.0,6790.0,LPR106,13.0,Moderate,5.0,Average,4.0,2.0,485000.0,2020-11-20,697.4503178870223,65.0,La Puente
34.638836,-118.24528500000001,2826.0,14766.0,PDR120000,1.0,Moderate,2.0,Above Average,4.0,3.0,530000.0,2020-11-19,729.0886577090258,9.0,Missing
34.22416,-118.42953100000001,1625.0,6600.0,LAR1,6.0,Low,10.0,Average,3.0,2.0,640000.0,2020-11-19,801.1842335320359,69.0,Arleta
33.720918,-118.300671,800.0,4998.0,LARD2,15.0,Very Low,4.0,Average,2.0,1.0,598000.0,2020-11-20,774.449313710302,97.0,Missing
33.924609000000004,-118.40848,1818.0,7200.0,ESR1YY,3.0,Moderate,11.0,Excellent,3.0,2.0,2025000.0,2020-11-20,1425.1314393998346,79.0,El Segundo
34.102118,-118.060931,1253.0,5868.0,TCR105,2.0,Low,3.0,Excellent,3.0,2.0,825000.0,2020-11-20,909.6396481314737,68.0,Temple City
34.204408,-118.58932,1648.0,5767.0,LAR1,12.0,Very Low,5.0,Average,4.0,2.0,670000.0,2020-11-20,819.7469483402444,78.0,Canoga Park
34.650069,-118.249626,2686.0,11227.0,LCRA10000,2.0,Moderate,3.0,Above Average,4.0,3.0,600000.0,2020-11-20,775.7432984283822,23.0,Lancaster
34.705743,-118.088058,1164.0,5528.0,LRR366UDP,2.0,Moderate,2.0,Average,3.0,2.0,308000.0,2020-11-20,555.7990056927298,30.0,Lancaster
34.131014,-117.986814,918.0,7573.0,DUR16500,5.0,Low,13.0,Average,3.0,2.0,560000.0,2020-11-20,749.4392263904903,72.0,Duarte
34.141890000000004,-118.197801,1040.0,7445.0,LAR1,3.0,Slightly High,4.0,Excellent,2.0,1.0,874999.9999999999,2020-11-20,936.7990329881128,97.0,Eagle Rock
33.805820000000004,-118.100859,1637.0,5423.0,LBR1N,3.0,Slightly High,3.0,Excellent,4.0,2.0,890000.0,2020-11-20,944.7946178053073,69.0,Long Beach
33.939855,-118.254491,1178.0,3101.0,LARD2,22.0,Slightly High,8.0,Poor,2.0,2.0,365000.0,2020-11-20,605.04662044292,58.0,Green Meadows
34.121711,-118.171992,1530.0,6658.0,LAR1,7.0,Slightly High,2.0,Average,3.0,2.0,1004000.0,2020-11-25,1003.4812535342256,60.0,Highland Park
33.908863000000004,-118.367844,2308.0,7913.0,LCR1YY,5.0,Slightly High,9.0,Average,5.0,3.0,1170000.0000000002,2020-11-20,1083.2665631599016,80.0,Del Aire
34.027844,-118.317829,666.0,1180.0,LAR1,22.0,Slightly High,7.0,Poor,1.0,1.0,317500.0,2020-11-25,564.3054856125558,108.0,Jefferson Park
34.194163,-118.636393,1250.0,6883.0,LARS,2.0,Very Low,3.0,Excellent,3.0,2.0,759999.9999999999,2020-11-19,873.0702772810589,61.0,West Hills
34.116493,-118.055204,1377.0,7966.0,ARR175,2.0,Low,3.0,Excellent,2.0,2.0,950000.0,2020-11-18,976.122244567519,69.0,Arcadia
34.169305,-118.140956,1528.0,10048.0,PSR3,6.0,Moderate,2.0,Average,4.0,2.0,965000.0,2020-11-18,983.7982913005824,130.0,Pasadena
34.138355,-117.83361799999999,2550.0,16071.0,GDE5,2.0,Low,2.0,Excellent,3.0,3.0,985000.0,2020-11-18,993.9408098412248,64.0,Glendora
34.046955,-117.855259,1564.0,12895.0,WAR17200,0.0,Low,2.0,Excellent,2.0,2.0,539999.9999999999,2020-11-18,735.9347107936218,56.0,Walnut
34.017633000000004,-118.07096100000001,2185.0,16746.0,PRRE,13.0,Moderate,5.0,Poor,4.0,2.0,870000.0,2020-11-18,934.1186296889664,15.0,Pico Rivera
34.184248,-118.61614499999999,2824.0,11210.0,LARE11,3.0,Very Low,3.0,Above Average,5.0,3.0,1077000.0,2020-11-18,1039.322331510538,56.0,Woodland Hills
34.073125,-118.11190500000001,1564.0,6319.0,ALR1YY,2.0,Low,5.0,Excellent,3.0,2.0,778000.0,2020-11-18,883.3487640922591,73.0,Alhambra
34.672402000000005,-118.23609599999999,1541.0,7026.0,LCA22,0.0,Moderate,2.0,Above Average,3.0,2.0,371000.0,2020-11-18,609.9993357045273,11.0,Lancaster
34.241882000000004,-118.432056,1256.0,6150.0,LAR1,9.0,Low,8.0,Average,3.0,2.0,610000.0000000001,2020-11-18,782.1811125356382,66.0,Arleta
34.150628000000005,-117.757897,3895.0,10026.0,LVRSP87-19,0.0,Low,2.0,Excellent,4.0,3.0,1394999.9999999998,2020-11-18,1182.8495556310068,22.0,La Verne
34.114888,-117.90042,1046.0,6189.0,AZR1CY,10.0,Moderate,2.0,Average,3.0,2.0,500000.00000000006,2020-11-18,708.1535056378115,61.0,Azusa
33.930925,-118.091573,1488.0,6623.0,NOR1,12.0,Moderate,2.0,Above Average,3.0,2.0,630000.0,2020-11-18,794.9003386018737,70.0,Norwalk
34.134762,-117.829885,1488.0,10413.0,GDE5,2.0,Low,3.0,Excellent,3.0,2.0,756000.0000000001,2020-11-18,870.7696928414816,62.0,Glendora
34.165663,-118.35592,2490.0,7666.0,LAR1,5.0,Low,8.0,Average,4.0,3.0,1360999.9999999998,2020-11-18,1168.34598338988,79.0,North Hollywood
34.02413,-118.148472,827.0,5393.0,LCR3YY,22.0,Slightly High,4.0,Average,3.0,1.0,510000.00000000006,2020-11-18,715.1999827307494,93.0,East Los Angeles
34.088878,-118.28311200000002,1148.0,3998.0,LARD1.5,8.0,Slightly High,3.0,Above Average,2.0,2.0,1179999.9999999998,2020-11-18,1087.8860577336247,96.0,Silver Lake
33.977988,-118.30956699999999,996.0,3868.0,LAR1,22.0,Slightly High,8.0,Poor,2.0,1.0,509000.0,2020-11-18,714.498462225756,94.0,Chesterfield Square
34.185432,-118.339132,1794.0,6368.0,BUR1YY,5.0,Low,9.0,Above Average,3.0,3.0,1065000.0000000002,2020-11-18,1033.5160160710477,79.0,Burbank
34.119395000000004,-118.263254,1262.0,5737.0,LAR1,5.0,Slightly High,7.0,Average,3.0,1.0,995000.0,2020-11-18,998.9734537107444,91.0,Atwater Village
34.006568,-118.323311,1463.0,4801.0,LAR1,22.0,Slightly High,3.0,Poor,2.0,1.0,915000.0,2020-11-18,957.9723060773904,82.0,Leimert Park
33.983533,-118.06186699999999,1450.0,6913.0,LCR1,9.0,Moderate,7.0,Average,4.0,2.0,670000.0,2020-11-18,819.7469483402444,71.0,West Whittier-Los Nietos
33.941024,-118.109279,1632.0,7642.0,DOR175,4.0,Moderate,3.0,Above Average,3.0,2.0,749999.9999999999,2020-11-18,867.3073741878842,65.0,Downey
34.019803,-118.20253000000001,990.0,4454.0,LAR2,14.0,Slightly High,15.5,Poor,3.0,2.0,495000.0,2020-11-18,704.6038416526344,95.0,Boyle Heights
33.925306,-118.279471,741.0,5202.0,LAR1,22.0,Slightly High,10.0,Poor,1.0,1.0,425000.0,2020-11-18,652.8852727815613,80.0,Broadway-Manchester
33.928499,-118.13155900000001,1433.0,5330.0,DOR15000,9.0,Moderate,6.0,Above Average,3.0,2.0,670000.0,2020-11-18,819.7469483402444,65.0,Downey
34.427029,-118.46394599999999,1260.0,7510.0,SCUR2,3.0,Low,5.0,Excellent,4.0,2.0,560000.0,2020-11-18,749.4392263904903,57.0,Santa Clarita
34.426747999999996,-118.544719,2272.0,2546.0,SCSP,0.0,Low,6.0,Excellent,4.0,3.0,705000.0000000001,2020-11-18,840.8856976078508,18.0,Santa Clarita
34.655369,-118.241869,2025.0,11490.0,LCR110000,1.0,Moderate,2.0,Above Average,3.0,2.0,420000.0,2020-11-18,649.0334086467217,30.0,Lancaster
34.070136,-117.99072199999999,1200.0,5189.0,BPR1,2.0,Moderate,6.0,Average,3.0,2.0,480000.0,2020-11-18,693.8458993503075,58.0,Baldwin Park
34.090675,-118.071827,1182.0,5330.0,TCR1YY,5.0,Low,8.0,Excellent,3.0,1.0,520000.0,2020-11-18,722.1777087732678,71.0,Temple City
33.960055,-118.04766599999999,1031.0,5370.0,WHR1YY,6.0,Moderate,15.5,Above Average,2.0,1.0,555000.0,2020-11-19,746.0860139268832,73.0,Whittier
33.96252,-118.135617,1757.0,6252.0,DOR106,8.0,Moderate,10.0,Above Average,3.0,2.0,659999.9999999999,2020-11-19,813.6064353003858,68.0,Downey
33.907121999999994,-118.215006,1470.0,4690.0,CORL,20.0,High,15.5,Poor,2.0,2.0,485000.0,2020-11-19,697.4503178870223,81.0,Compton
34.681131,-118.17599799999999,1740.0,10928.0,LRRA7000,1.0,Moderate,2.0,Average,3.0,2.0,375000.0,2020-11-19,613.2789256613514,52.0,Lancaster
34.088111,-117.97213500000001,1514.0,7548.0,BPR1,7.0,Moderate,4.0,Average,3.0,2.0,580000.0,2020-11-19,762.7046673219336,61.0,Baldwin Park
34.098065000000005,-117.878171,1255.0,6853.0,CVR175,4.0,Moderate,6.0,Above Average,3.0,2.0,520000.0,2020-11-19,722.1777087732678,64.0,Missing
34.16245,-117.90166299999999,2580.0,6360.0,AZRA,2.0,Moderate,3.0,Average,4.0,3.0,800000.0,2020-11-19,895.7512043393493,17.0,Azusa
34.095378000000004,-118.03566399999998,1202.0,6994.0,TCR172,2.0,Low,4.0,Above Average,2.0,1.0,600000.0,2020-11-19,775.7432984283822,73.0,Temple City
33.876618,-118.055517,1971.0,5347.0,CERS5000,5.0,Low,5.0,Excellent,4.0,2.0,825000.0,2020-11-19,909.6396481314737,50.0,Cerritos
33.989923,-118.25154599999999,1509.0,5400.0,LAR2,22.0,Slightly High,15.5,Poor,3.0,1.0,500000.00000000006,2020-11-19,708.1535056378115,115.0,Central-Alameda
33.816974,-118.096676,1130.0,5424.0,LBPD11,4.0,Slightly High,3.0,Excellent,3.0,2.0,784999.9999999999,2020-11-19,887.3137993117099,67.0,Long Beach
34.202174,-118.32184,1672.0,6077.0,BUR1YY,2.0,Low,4.0,Excellent,3.0,2.0,980000.0,2020-11-19,991.414907892936,69.0,Burbank
33.894515999999996,-118.24548899999999,912.0,5241.0,CORL,22.0,High,6.0,Average,2.0,1.0,450000.00000000006,2020-11-19,671.8134032545121,109.0,Compton
34.046341,-118.542022,1106.0,6586.0,LAR1,1.0,Moderate,3.0,Excellent,2.0,1.0,1499999.9999999998,2020-11-19,1226.5578513227028,72.0,Pacific Palisades
34.001182,-118.324386,1337.0,6750.0,LAR2,22.0,Slightly High,3.0,Poor,2.0,1.0,825000.0,2020-11-18,909.6396481314737,98.0,Hyde Park
34.212586,-118.204268,1329.0,9701.0,LFR110000,0.0,Very Low,4.0,Excellent,2.0,2.0,1446999.9999999998,2020-11-19,1204.693793277516,70.0,La Canada Flintridge
33.783339,-118.30178899999999,724.0,7667.0,LAR1,4.0,Moderate,9.0,Average,2.0,1.0,510000.00000000006,2020-11-19,715.1999827307494,72.0,Harbor City
34.063826,-117.8977,1400.0,9131.0,WCR1YY,3.0,Low,3.0,Above Average,3.0,2.0,555000.0,2020-11-19,746.0860139268832,68.0,West Covina
34.09949,-118.20724799999999,1710.0,5817.0,LAR1,15.0,Slightly High,2.0,Poor,3.0,3.0,1600000.0000000002,2020-11-19,1266.7835016887414,56.0,Mount Washington
34.048741,-118.31271299999999,2743.0,12485.0,LARE9,10.0,Slightly High,7.0,Average,5.0,2.0,1572999.9999999998,2020-11-19,1256.04953931891,98.0,Harvard Heights
34.136718,-118.13538899999999,4310.0,11101.0,PSC-,1.0,Moderate,8.0,Average,3.0,3.0,2200000.0,2020-11-19,1485.4353251512962,103.0,Pasadena
34.064644,-118.039404,1434.0,5397.0,EMR1YY,5.0,Moderate,14.0,Average,3.0,2.0,620000.0,2020-11-19,788.5663704206712,73.0,El Monte
33.957941999999996,-118.115225,1268.0,7583.0,DOR175,4.0,Moderate,4.0,Above Average,2.0,1.0,644999.9999999999,2020-11-19,804.3077706548578,70.0,Downey
34.130803,-118.17034199999999,2000.0,15205.0,PSR4,3.0,Moderate,2.0,Above Average,3.0,2.0,2151000.0000000005,2020-11-19,1468.7998261259834,66.0,Pasadena
33.81026,-118.31483600000001,1565.0,7501.0,TORR-LO,3.0,Low,6.0,Average,3.0,2.0,834999.9999999999,2020-11-18,915.1360102212641,60.0,Torrance
34.107626,-118.266251,1578.0,1691.0,LAC2,4.0,Slightly High,12.0,Excellent,2.0,3.0,1050000.0,2020-11-18,1026.2119244332312,8.0,Silver Lake
34.680631,-118.11956200000002,1532.0,7501.0,LRRA6500,6.0,Moderate,2.0,Poor,3.0,2.0,311000.0,2020-11-18,558.4992596721232,33.0,Lancaster
34.035515000000004,-118.13880800000001,1009.0,5506.0,MPR1YY,8.0,Low,4.0,Average,3.0,1.0,620000.0,2020-11-18,788.5663704206712,73.0,Monterey Park
34.122068,-118.17258999999999,1971.0,6710.0,LAR1,7.0,Slightly High,2.0,Average,3.0,2.0,1110000.0,2020-11-18,1055.1249595922802,60.0,Highland Park
33.978676,-118.094485,1453.0,5589.0,PRSF,16.0,Moderate,8.0,Average,3.0,2.0,610000.0000000001,2020-11-16,782.1811125356382,71.0,Pico Rivera
33.846459,-118.08623100000001,1242.0,5202.0,LKR1,8.0,Moderate,5.0,Above Average,3.0,2.0,618000.0,2020-11-18,787.2934618096626,64.0,Missing
33.820439,-118.34934799999999,1853.0,5945.0,TORR-LO,0.0,Low,9.0,Excellent,4.0,2.0,1110000.0,2020-11-17,1055.1249595922802,56.0,Torrance
34.175616999999995,-118.104496,1520.0,7369.0,LCR175,2.0,Moderate,3.0,Average,2.0,2.0,1029000.0,2020-11-17,1015.8979749817287,72.0,Altadena
34.116707,-118.14130300000001,1602.0,9980.0,SPR110000,1.0,Low,8.0,Excellent,3.0,1.0,1300000.0,2020-11-16,1141.8632175626449,92.0,South Pasadena
34.133206,-118.06298799999999,2081.0,9800.0,ARR1D,0.0,Low,3.0,Excellent,4.0,2.0,1499999.9999999998,2020-11-16,1226.5578513227028,74.0,Arcadia
34.700022,-118.10058899999999,1676.0,7044.0,LRR17500,5.0,Moderate,2.0,Poor,3.0,2.0,275000.0,2020-11-16,525.1806957142627,32.0,Lancaster
33.814715,-118.119386,1675.0,5534.0,LBR1N,2.0,Slightly High,3.0,Excellent,4.0,2.0,879000.0,2020-11-16,938.9378463497146,69.0,Long Beach
