parcel_number,date,price
6357030034,4/14/1994,1395000
6357030034,6/24/1992,4200000
2812103009,6/3/2011,3500000
2812103009,2/12/2009,5200000
2812103009,3/10/2008,7200000
2812103009,3/20/2007,5695000
7264023126,11/2/2020,4200000
8625009019,11/2/2020,8350000
8625009019,7/21/2017,7645000
8625009019,12/5/2008,5265000
7076023034,11/2/2020,6640000
7076023034,4/25/2003,3300000
4235013039,11/2/2020,3550000
4235013039,6/25/2009,5320000
4235013039,10/25/2006,6300000
5309005036,12/20/2019,7250000
5309005036,8/18/1995,2100000
5229029008,11/2/2020,4750000
5229029008,5/5/2014,3000000
5229029008,9/24/2013,2045000
8448026004,11/2/2020,7890000
8448026004,5/31/2000,2810000
4431015170,11/2/2020,15800000
4431015170,4/20/2017,13290000
4431015170,5/1/2001,5755000
4431015170,4/24/1997,4000000
5088006033,11/2/2020,16950000
5088006033,8/4/2017,14250000
5088006033,10/4/2001,5050000
5663020001,11/2/2020,11700000
5663020001,4/1/2016,9250000
5663020001,2/21/2006,2050000
5663020001,4/19/1999,630000
5663020001,6/17/1998,240000
7362026009,11/2/2020,8750000
7362026009,8/23/2007,7550000
7362026009,8/12/2005,7275000
7362026009,2/2/1996,1890000
4166009035,11/2/2020,9100000
4166009035,8/21/2015,8300000
4166009035,1/16/2009,5250000
4166009035,7/7/1989,2845000
7278009178,11/2/2020,4895000
7278009178,7/2/2019,4600000
7278009178,3/21/2002,1850000
7278009178,8/24/1998,1285000
5217004009,11/2/2020,4100000
4156021072,3/25/2005,8650000
4156021072,9/19/2000,4990000
4156021072,9/5/2000,5090000
4156021072,9/17/1999,3080000
8212018013,12/31/2007,3090000
2156008031,11/2/2020,12450000
2156008031,6/21/2018,11600000
2156008031,6/16/2017,5100000
2156008031,10/2/1990,3150000
5083018015,11/2/2020,8150000
7274019052,11/2/2020,3050000
7274019052,9/8/2017,1550000
7274019052,2/22/2010,400000
7274019052,6/27/2002,450000
7274019052,9/4/1997,205000
6162003017,11/2/2020,7000000
6162003017,12/8/2016,5500000
2040004042,11/2/2020,13000000
2040004042,6/4/2012,5050000
8447013044,11/2/2020,9450000
8447013044,6/18/2003,
5192005004,11/2/2020,46970000
2801014006,11/2/2020,4850000
2801014006,6/18/2010,2950000
2801014006,3/9/2006,4700000
2801014006,11/23/1994,1270000
2801014006,9/11/1991,1800000
3153037089,11/2/2020,3490000
3153037089,9/14/2012,1430000
4419012037,10/21/2020,22900000
5311003071,11/2/2020,7070000
5311003071,10/27/2006,5590000
2522033014,3/18/1993,6500000
8472001008,11/2/2020,5600000
8472001008,10/9/2014,3400000
8472001008,8/8/2006,4570000
8472001008,4/30/2003,
8472001008,1/18/2001,1670000
7333019021,11/2/2020,6500000
7333019021,6/21/1988,1140000
2563002006,11/2/2020,4700000
2563002006,8/11/1999,1800000
2563002006,10/1/1992,1640000
2563002006,10/9/1990,3000000
6232013029,11/2/2020,4150000
6232013029,7/5/2005,3850000
6232013029,12/30/1993,1475000
6232013029,3/11/1992,1650000
7334005017,11/2/2020,3350000
7183020002,11/2/2020,6450000
6215025003,11/2/2020,4350000
6215025003,10/1/2009,2150000
6215025003,5/1/2009,1000000
6215025003,7/24/2006,
6215025003,6/24/2005,3300000
6215025003,4/8/1998,1150000
6215025003,3/4/1998,765000
6215025003,6/3/1991,1250000
6215025003,5/1/1990,1135000
5577010066,11/2/2020,6050000
5577010066,4/14/2009,3090000
5577010066,11/22/2005,4500000
2810042188,11/2/2020,5350000
2810042188,5/1/2013,3100000
2810042188,3/23/2012,3000000
2810042188,6/24/2009,3150000
2810042188,11/1/2005,5180000
2810042188,9/20/2002,2660000
8612022008,7/25/2017,4650000
5466012023,11/2/2020,1500000
5466012023,12/18/2007,1320000
5466012023,8/18/2004,1600000
5466012023,10/29/2003,375000
4004013005,11/2/2020,9850000
4004013005,5/2/2017,7250000
4004013005,11/2/2016,5345000
4004013005,5/28/1999,2000000
4004013005,5/24/1996,1520000
4275014037,11/2/2020,7750000
7078005010,11/2/2020,10550000
7078005010,4/11/1989,4100000
7027006021,11/2/2020,8690000
7027006021,8/14/2018,7950000
7027006021,9/19/2007,6690000
7027006021,10/1/2004,5650000
7027006021,10/17/2001,3500000
7027006021,3/17/1999,2475000
5828024003,11/2/2020,5500000
5828024003,1/12/1998,1350000
6367028022,11/2/2020,400000
7406021036,11/2/2020,2000000
2522033003,4/26/1994,1050000
6131003004,11/2/2020,6390000
6131003004,2/12/2015,3800000
2172018057,11/2/2020,750000
5104028027,11/2/2020,1000000
2802041038,11/2/2020,7500000
5302007026,11/2/2020,8390000
5302007026,4/23/2015,4650000
5302007026,5/29/2008,3450000
5302007026,8/29/1997,1230000
5302007026,5/31/1996,580000
8232011022,11/2/2020,6680000
4173003026,11/2/2020,16900000
4173003026,9/26/2017,15500000
4173003026,5/8/2007,9250000
7452028035,11/2/2020,7500000
8152004002,11/2/2020,6800000
8152004002,5/24/1990,1650000
8427009011,11/2/2020,6150000
2504003001,11/2/2020,7600000
7131011019,11/2/2020,4270000
7131011019,7/30/2015,3040000
7131011019,8/1/2008,1625000
7131011019,12/17/2004,2900000
7131011019,7/22/2004,2450000
7131011019,9/14/2001,1390000
7131011019,4/3/2000,1210000
7131011019,5/17/1999,1030000
7131011019,10/13/1998,810000
7131011019,10/16/1992,1275000
7131011019,6/29/1989,1195000
8021031010,11/2/2020,5900000
3140038060,11/2/2020,4200000
3140038060,7/12/1990,1815000
7080010012,11/2/2020,7000000
8171018031,11/2/2020,5650000
